id,问题,分类,描述,原因,方案,推荐用品,是否通过,需修改,备注
q98,猫咪体重下降怎么办（行为问题）,行为问题,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,慢食碗；自动饮水机,,,
q99,猫咪喝水太少怎么办（行为问题）,行为问题,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,自动饮水机；豆腐猫砂,,,
q100,猫咪便秘怎么办（行为问题）,行为问题,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,豆腐猫砂；矿砂,,,
q101,猫咪舔毛过度怎么办（行为问题）,行为问题,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,矿砂；猫抓板,,,
q102,猫咪不吃猫粮怎么办（健康就医）,健康问题,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,猫抓板；逗猫棒,,,
q103,猫咪软便拉稀怎么办（健康就医）,健康问题,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,逗猫棒；费洛蒙喷雾,,,
q104,猫咪频繁呕吐怎么办（健康就医）,健康问题,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,费洛蒙喷雾；化毛膏,,,
q105,猫咪掉毛严重怎么办（健康就医）,健康问题,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,化毛膏；鱼油,,,
q106,猫咪黑下巴反复怎么办（健康就医）,健康问题,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,鱼油；益生菌,,,
q107,猫咪泪痕明显怎么办（健康就医）,健康问题,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,益生菌；慢食碗,,,
q108,猫咪半夜跑酷怎么办（健康就医）,健康问题,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,慢食碗；自动饮水机,,,
q109,猫咪抓沙发怎么办（健康就医）,健康问题,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,自动饮水机；豆腐猫砂,,,
q110,猫咪乱尿怎么办（健康就医）,健康问题,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,豆腐猫砂；矿砂,,,
q111,猫咪应激躲藏怎么办（健康就医）,健康问题,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,矿砂；猫抓板,,,
q112,猫咪口臭怎么办（健康就医）,健康问题,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,猫抓板；逗猫棒,,,
q113,猫咪体重下降怎么办（健康就医）,健康问题,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,逗猫棒；费洛蒙喷雾,,,
q114,猫咪喝水太少怎么办（健康就医）,健康问题,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,费洛蒙喷雾；化毛膏,,,
q115,猫咪便秘怎么办（健康就医）,健康问题,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,化毛膏；鱼油,,,
q116,猫咪舔毛过度怎么办（健康就医）,健康问题,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,鱼油；益生菌,,,
q117,猫咪不吃猫粮怎么办（环境布置）,行为问题,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,益生菌；慢食碗,,,
q118,猫咪软便拉稀怎么办（环境布置）,行为问题,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,慢食碗；自动饮水机,,,
q119,猫咪频繁呕吐怎么办（环境布置）,行为问题,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,自动饮水机；豆腐猫砂,,,
q120,猫咪掉毛严重怎么办（环境布置）,行为问题,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,豆腐猫砂；矿砂,,,
q121,猫咪黑下巴反复怎么办（环境布置）,行为问题,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,矿砂；猫抓板,,,
q122,猫咪泪痕明显怎么办（环境布置）,行为问题,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,猫抓板；逗猫棒,,,
q123,猫咪半夜跑酷怎么办（环境布置）,行为问题,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,逗猫棒；费洛蒙喷雾,,,
q124,猫咪抓沙发怎么办（环境布置）,行为问题,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,费洛蒙喷雾；化毛膏,,,
q125,猫咪乱尿怎么办（环境布置）,行为问题,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,化毛膏；鱼油,,,
q126,猫咪应激躲藏怎么办（环境布置）,行为问题,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,鱼油；益生菌,,,
q127,猫咪口臭怎么办（环境布置）,行为问题,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,益生菌；慢食碗,,,
q128,猫咪体重下降怎么办（环境布置）,行为问题,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,慢食碗；自动饮水机,,,
q129,猫咪喝水太少怎么办（环境布置）,行为问题,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,自动饮水机；豆腐猫砂,,,
q130,猫咪便秘怎么办（环境布置）,行为问题,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,豆腐猫砂；矿砂,,,
q131,猫咪舔毛过度怎么办（环境布置）,行为问题,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,矿砂；猫抓板,,,
q132,猫咪不吃猫粮怎么办（多猫家庭）,行为问题,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,猫抓板；逗猫棒,,,
q133,猫咪软便拉稀怎么办（多猫家庭）,行为问题,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,逗猫棒；费洛蒙喷雾,,,
q134,猫咪频繁呕吐怎么办（多猫家庭）,行为问题,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,费洛蒙喷雾；化毛膏,,,
q135,猫咪掉毛严重怎么办（多猫家庭）,行为问题,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,化毛膏；鱼油,,,
q136,猫咪黑下巴反复怎么办（多猫家庭）,行为问题,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,鱼油；益生菌,,,
q137,猫咪泪痕明显怎么办（多猫家庭）,行为问题,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,益生菌；慢食碗,,,
q138,猫咪半夜跑酷怎么办（多猫家庭）,行为问题,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,慢食碗；自动饮水机,,,
q139,猫咪抓沙发怎么办（多猫家庭）,行为问题,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,自动饮水机；豆腐猫砂,,,
q140,猫咪乱尿怎么办（多猫家庭）,行为问题,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,豆腐猫砂；矿砂,,,
q141,猫咪应激躲藏怎么办（多猫家庭）,行为问题,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,矿砂；猫抓板,,,
q142,猫咪口臭怎么办（多猫家庭）,行为问题,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,猫抓板；逗猫棒,,,
q143,猫咪体重下降怎么办（多猫家庭）,行为问题,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,逗猫棒；费洛蒙喷雾,,,
q144,猫咪喝水太少怎么办（多猫家庭）,行为问题,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,费洛蒙喷雾；化毛膏,,,
q145,猫咪便秘怎么办（多猫家庭）,行为问题,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,化毛膏；鱼油,,,
q146,猫咪舔毛过度怎么办（多猫家庭）,行为问题,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,鱼油；益生菌,,,
q147,猫咪不吃猫粮怎么办（幼猫照护）,健康问题,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,益生菌；慢食碗,,,
q148,猫咪软便拉稀怎么办（幼猫照护）,健康问题,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,慢食碗；自动饮水机,,,
q149,猫咪频繁呕吐怎么办（幼猫照护）,健康问题,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,自动饮水机；豆腐猫砂,,,
q150,猫咪掉毛严重怎么办（幼猫照护）,健康问题,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,豆腐猫砂；矿砂,,,
q151,猫咪黑下巴反复怎么办（幼猫照护）,健康问题,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,矿砂；猫抓板,,,
q152,猫咪泪痕明显怎么办（幼猫照护）,健康问题,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,猫抓板；逗猫棒,,,
q153,猫咪半夜跑酷怎么办（幼猫照护）,健康问题,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,逗猫棒；费洛蒙喷雾,,,
q154,猫咪抓沙发怎么办（幼猫照护）,健康问题,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,费洛蒙喷雾；化毛膏,,,
q155,猫咪乱尿怎么办（幼猫照护）,健康问题,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,化毛膏；鱼油,,,
q156,猫咪应激躲藏怎么办（幼猫照护）,健康问题,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,鱼油；益生菌,,,
q157,猫咪口臭怎么办（幼猫照护）,健康问题,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,益生菌；慢食碗,,,
q158,猫咪体重下降怎么办（幼猫照护）,健康问题,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,慢食碗；自动饮水机,,,
q159,猫咪喝水太少怎么办（幼猫照护）,健康问题,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,自动饮水机；豆腐猫砂,,,
q160,猫咪便秘怎么办（幼猫照护）,健康问题,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,豆腐猫砂；矿砂,,,
q161,猫咪舔毛过度怎么办（幼猫照护）,健康问题,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,矿砂；猫抓板,,,
q162,猫咪不吃猫粮怎么办（老年猫照护）,健康问题,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,猫抓板；逗猫棒,,,
q163,猫咪软便拉稀怎么办（老年猫照护）,健康问题,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,逗猫棒；费洛蒙喷雾,,,
q164,猫咪频繁呕吐怎么办（老年猫照护）,健康问题,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,费洛蒙喷雾；化毛膏,,,
q165,猫咪掉毛严重怎么办（老年猫照护）,健康问题,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,化毛膏；鱼油,,,
q166,猫咪黑下巴反复怎么办（老年猫照护）,健康问题,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,鱼油；益生菌,,,
q167,猫咪泪痕明显怎么办（老年猫照护）,健康问题,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,益生菌；慢食碗,,,
q168,猫咪半夜跑酷怎么办（老年猫照护）,健康问题,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,慢食碗；自动饮水机,,,
q169,猫咪抓沙发怎么办（老年猫照护）,健康问题,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,自动饮水机；豆腐猫砂,,,
q170,猫咪乱尿怎么办（老年猫照护）,健康问题,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,豆腐猫砂；矿砂,,,
q171,猫咪应激躲藏怎么办（老年猫照护）,健康问题,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,矿砂；猫抓板,,,
q172,猫咪口臭怎么办（老年猫照护）,健康问题,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,猫抓板；逗猫棒,,,
q173,猫咪体重下降怎么办（老年猫照护）,健康问题,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,逗猫棒；费洛蒙喷雾,,,
q174,猫咪喝水太少怎么办（老年猫照护）,健康问题,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,费洛蒙喷雾；化毛膏,,,
q175,猫咪便秘怎么办（老年猫照护）,健康问题,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,化毛膏；鱼油,,,
q176,猫咪舔毛过度怎么办（老年猫照护）,健康问题,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,鱼油；益生菌,,,
q177,为什么猫咪会不吃猫粮（新手养猫）,行为问题,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,益生菌；慢食碗,,,
q178,为什么猫咪会软便拉稀（新手养猫）,行为问题,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与搬家应激有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,慢食碗；自动饮水机,,,
q179,为什么猫咪会频繁呕吐（新手养猫）,行为问题,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与清洁不到位有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,自动饮水机；豆腐猫砂,,,
q180,为什么猫咪会掉毛严重（新手养猫）,行为问题,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与运动不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,豆腐猫砂；矿砂,,,
q181,为什么猫咪会黑下巴反复（新手养猫）,行为问题,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与饮水不足有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,矿砂；猫抓板,,,
q182,为什么猫咪会泪痕明显（新手养猫）,行为问题,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与作息打乱有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,猫抓板；逗猫棒,,,
q183,为什么猫咪会半夜跑酷（新手养猫）,行为问题,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与猫砂不适应有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,逗猫棒；费洛蒙喷雾,,,
q184,为什么猫咪会抓沙发（新手养猫）,行为问题,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与新猫加入有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,费洛蒙喷雾；化毛膏,,,
q185,为什么猫咪会乱尿（新手养猫）,行为问题,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与季节变化有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,化毛膏；鱼油,,,
q186,为什么猫咪会应激躲藏（新手养猫）,行为问题,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与零食过量有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,鱼油；益生菌,,,
q187,为什么猫咪会口臭（新手养猫）,行为问题,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,,常见与换粮太快有关，建议先观察精神与食欲，调整喂养节奏并做好环境管理，若持续48小时无改善建议就医。,益生菌；慢食碗,,,
